id,domain,source_type,datestamp,content,,
531,lankaenews.lk,news website,5/30/2020 0:00,නුවරඑළිය දිස්ත්‍රික්කයේ ක්‍රියාත්මක නි⁣රෝධායන ඇඳිරි නීතිය හෙට (31) මධ්‍යම රාත්‍රී 12 දක්වා ක්‍රියාත්මක වෙනවා . එම කාලය තුළ අත්‍යවශ්‍ය සේවා පවත්වාගෙන යාම සඳහා හැර අනෙකුත් සියලුම ගමනාගමන කටයුතු තහනම් . අනෙකුත් දිස්ත්‍රික්කවලට මීට පෙර ප්‍රකාශ කළ පරිදි හෙට (31) දවස පුරා ඇඳිරි නීතිය පැනවෙන බව ජනාධිපති මාධ්‍ය අංශය පැවසුවා . ඊට අමතරව ජූනි 04 දෙදින පුරා දිවයිනටම ඇඳිරි නීතිය පනවා තිබෙනවා . කොළඹ සහ ගම්පහ හැර සෙසු දිස්ත්‍රික්ක අතර ගමනාගමනයට අවසර ඇතැයි ද ජනාධිපති මාධ්‍ය අංශය නිකුත් කළ නිවේදනයේ සඳහන් වෙනවා.,,
532,ada.lk,news website,10/30/2020 0:00,"ඉන්දියාවේ ඇක්සිස් බැංකුව විසින් 2019 වසරේදී එම බැංකුවේ ගෝලීය මෙහෙයුම් පිළිබඳව ගන්නා ලද ප්‍රතිපත්තිමය තීරණය මත කරනලද ඉල්ලීම පරිදි, ඇක්සිස් බැංකුව කොළඹ ශාඛාවේ ශ්‍රී ලංකාවේ ව්‍යාපාර කටයුතු වසා දැමීඹට සහ එම බැංකුව සඳහා නිකුත් කර ඇති බලපත්‍රය අවලංගු කිරීමට නියමයන් හා කොන්දේසි කිහිපයකට යටත්ව අනුමැතිය ලබාදී තිබේ. මෙම ඉල්ලීම සලකා බැලූ ශ්‍රී ලංකා මහ බැංකුවේ මුදල් මණ්ඩලය විසින් 1988 අංක 30 දරණ බැංකු පනතේ විධිවිධාන ප්‍රකාරව මෙ අනුමැතිය ලබාදුන් බව මහ බැංකුව පවසයි. ඇක්සිස් බැංකුව මුදල් මණ්ඩලය විසින් පනවන ලද නියමයන් හා කොන්දේසිවලට අනුකූල වීම පිළිබඳව බැංකු අධීක්ෂණ අධ්‍යක්ෂ සෑහීමකට පත්වීමෙන් පසුව, බැංකු කටයුතු කරගෙන යාම සඳහා ඇක්සිස් බැංකුව වෙත නිකුත් කරන ලද බලපත්‍රය 2020 ඔක්තෝබර් 30දා සිට අවලංගු කරන ලද බව මහ බැංකුව වැඩිදුරටත් පවසයි.",,
533,asianmirror.lk,news website,10/30/2020 0:00,"අද මේ කලබල වී සිටින පිරිස රනිල් වික්‍රමසිංහ ආණ්ඩුව සමයේ ඇමෙරිකානු රාජ්‍ය ලේකම් ජෝන් කෙරී, සමන්තා පවෙල් පැමිණි අවස්ථාවේ හීන් කෙඳිරියක්වත් නැගුවේ නැති බව අමාත්‍ය විමල් වීරවංශ මහතා ප්‍රකාශ කර සිටියි.  දැන් වර්තමාන එක්සත් ජනපදයේ රාජ්‍ය ලේකම් පොම්පියෝ පැමිණෙන විට තිබෙන්නේ මහින්ද - ගෝඨාභය රාජපක්ෂ ආණ්ඩුවක් නිසා ළඟ චූන් එකක් ගත් බවද ඒ මහතා පැවසීය. ඒ අය මිලේනියම් චැලෙන්ජ් කෝපරේෂන් ගිවිසුමට අත්සන් කරනු ඇතැයි අපේක්ෂාවෙන් සිටි බවද අමාත්‍යවරයා පවසා සිටියේය.  3% මයික් පිම්පියෝ ටික එදා MCC ගිවිසුම හොර රහසේම අත්සන් කරන අවස්ථාවේ කටක් ඇරියේ නැති බවටද විමල් වීරවංශ මහතා චෝදනාවක් එල්ල කළේය.  මහින්ද රාජපක්ෂ මහතාට තමන්ගේ රටේ ස්වෛරීය භාවය, තමන්ගේ රටේ ස්වාධිපත්වය ජාත්‍යන්තර සම්බන්ධතා පවා නොදී ඉන්නට තරම් කොන්දක් තිබුණු බවද මෙහෙතම අවධාරණය කළ අතර ඔහු වැඩිදුරටත් පවසා සිටියේෙ ඇමෙරිකාව විසින් ඉන්දීයාවට ගිවිසුම් අත්සන් කිරීමට කළ බලපෑමවත් මෙරටට සිදු නොකළ බවයි.  එය හොඳින් දන්න නිසා පොම්පියෝ පැමිණෙන අවස්ථාවේ තමන් කලබල නොවූ බවද අමාත්‍යවරයා පවසා සිටියේය.  MCC ගිවිසුම තම ආණ්ඩුවෙන් අත්සන් නොකර බව පැහැදිළිව ප්‍රකාශ කරන බව පවසන විමල් වීරවංශ මහතා තව දුරටත් කියා සිටියේ එවන් ගිවිසුමක් අත්සන් කරන රජයක තමන් නොසිටින බවයි.  ප්‍රතිපත්තිමය වශයෙන් හෝ වෙනත් කිසිම ආකාරයක වෙනස් තමන්ගේ සිදු නොවන බවද ඔහු පැවසීය.  ඔහු මේ බව සඳහන් කර තිබුණේ ඊයේ (29) පැවැති මාධ්‍ය හමුවකට එක්වෙමිනි.",,
534,sarasaviya.lk,news website,9/10/2020 0:00,"ප්‍රවීණ සිනමාවේදී ධර්මසිරි බණ්ඩාරනායකගේ සිනමාරූපණය  සිනමා අධ්‍යක්ෂණය සහ වාර්තා චිත්‍රපටකරණය අලළා සිනමා විචාරකයකු වන ජීවන්ත දයානන්ද විසින් විරචිත ""වම් ඉවුරේ තුන්වැන්නා - ධර්මසිරි සිනමාවලෝකනය"" නැමැති අභිනව සිනමා සාහිත්‍ය කෘතිය කොළඹ 7 මහවැලි කේන්ද්‍රය ශ්‍රවණාගාරයේ දී සැප්තැම්බර් මස 15 අඟහරුවාදා සවස 3.00 ට ජනගත වේ. එම උත්සවයේ දී ප්‍රවීණ සිනමා රූපණවේදී සහ සිනමාවේදී සනත් ගුණතිලක  ප්‍රවීණ සිනමා රූපණවේදිණී ස්වර්ණා මල්ලවආරච්චි  ප්‍රවීණ සිනමා රූපණවේදී සෞම්‍ය ලියනගේ සහ නව පරපුරේ කලා විචාරක සහ සිනමාවේදී චින්තන ධර්මදාස ධර්මසිරිගේ කලා ජීවිතය අලළා විමර්ශනය කරනු ඇත. උලෙළේ කථනය ප්‍රවීණ රූපණවේදිණී යශෝධා විමලධර්ම ගෙනි..  ""වම් ඉවුරේ තුන්වැන්නා- ධර්මසිරි සිනමාවලෝකනය"" නබෝ ප්‍රකාශන ආයතනයේ කුලුඳුල් සාහිත්‍යය ප්‍රකාශනයයි..",,
535,ada.lk,news website,11/1/2020 0:00,"නීතිවිරෝධී ලෙස එංගලන්තයේ සිට මෙරටට ගෙන්වා තිබූ එරට අපද්‍රව්‍ය බහාලුම් 242න් , එම බහාලුම් 20ක් ශ්‍රී ලංකාවේ අභියාචනාධිකරණයේ නියෝගය මත , ශ්‍රී ලංකා රේගුව විසින් ඊයේ දින අලුයම යළි එංගලන්තය බලා ප්‍රති නැව් ගත කළ බව රේගු මාධ්‍ය ප්‍රකාශක , අතිරේක රේගු අධ්‍යක්ෂ ජනරාල් සුනිල් ජයරත්න මහතා පැවසීය. මෙම අපද්‍රව්‍ය බහාලුම් තුළ එංගලන්තයේ නිවෙස් තුළින් ඉවත ලන නාගරික අපද්‍රව්‍ය මෙන්ම , එරට රෝහල් වලින් ඉවත ලන සායනික අපද්‍රව්‍ය ද ඇති බව රේගුව සොයාගෙන තිබේ . මෙසේ නීතිවිරෝධී ලෙස මෙරටට ගෙන්වා තිබූ අපද්‍රව්‍ය බහාලුම් 242 න් 112 ක් කොළඹ වරාය තුළ වූ ගුදමක ගබඩා කර තිබූ අතර , ඉතිරි බහාලුම් 130 කටුනායක නිදහස් වෙළෙඳ කළාපයේ කර්මාන්තශාලා ගුදමක ගබඩා කර තිබේ . ඒ අනුව කොළඹ වරාය තුළ ගබඩා කර තිබූ අපද්‍රව්‍ය බහාලුම් 112 න් 20 ක් ඊයේ දින අලුයම 6.00 ට පමණ ටෙක්සාස් ට්‍රයම්ප් ( Texas Triumph ) නැමැති නෞකාවෙන් , නෙදර්ලන්තයේ රොටර්ඩැම් වරාය ඔස්සේ එංගලන්තය වෙත කොළඹ වරායෙන් යළි ප්‍රති නැව් ගත කළ බව රේගු මාධ්‍ය ප්‍රකාශකවරයා වැඩිදුරටත් පැවසීය .",,
536,newshub.lk,news website,10/31/2020 0:00,"මෙවර විශ්වවිද්‍යාල සඳහා සිසුන් 41,500 ක් බඳවා ගන්නා බව විශ්වවිද්‍යාල ප්‍රතිපාදන කොමිෂන් සභාව පවසයි.
2019 වර්ෂයේ අ.පො.ස උසස් පෙළ විභාගයට පෙනී සිටි සිසුන් එලෙස බඳවා ගන්නා බවත් පසුගිය වසරට වඩා බඳවා ගන්නා සිසුන් සංඛ්‍යාව 10,000 කින් ඉහළ නංවා ඇති බව ද විශ්වවිද්‍යාල ප්‍රතිපාදන කොමිෂන් සභාවේ සභාපති මහාචාර්ය සම්පත් අමරතුංග මහතා සඳහන් කරයි.
වෛද්‍ය පීඨ සඳහා 371 දෙනෙකුත් , ඉංජිනේරු පීඨ සඳහා 405 දෙනෙකුත් යන ආදී වශයෙන් සිසුන් බඳවා ගැනීමට නියමිතයි.
2019 උසස් පෙළ විභාගය සදහා අයදුම්කරුවන් තුන් ලක්ෂ 37, 704 දෙනෙකු පෙනී සිටි අතර නව විෂය නිර්දේශය යටතේ අපේක්ෂකයින් එක්ලක්ෂ 98,229ක් සහ පැරණි විෂය නිර්දේශය යටතේ අපේක්ෂකයන් එක්ලක්ෂ 39,475 දෙනෙකු විභාගයට පෙනී සිටියහ.",,
537,deshaya.lk,news website,5/9/2020 0:00,කොවිඩ් 19 වෛරසයට එරෙහි එන්නත් අත්හදා බැලීමේ තරගයක් මේ වනවිට ලෝකයේ රටවල් අතර හටගෙන හමාරය. මේ වනවිට ලොව රටවල් 73කින් එන්නත් 200ක් පමණ අත්හදා බැලීම් සඳහා යොමුකර තිබේ. ඒ අතරින් එන්නත් 102ක් සාර්ථකත්වය පෙන්වා ඇත. එයින් 8ක් පමණක් සායනික අත්හදා බැලීම් සඳහා ලෝක සෞඛ්‍ය සංවිධානය අනුමත කර ඇත.පූර්ව සායනික අත්හදා බැලීම්වලදී සාර්ථකත්වය දැක්වු තවත් එන්නත් 70කට වැඩි ගණනක් ගැනද දැඩි අවධානය යොමුව තිබේ.පළමු වරට කොවිඩ් 19 වෛරසයට එරෙහි එන්නතක් මිනිස් සිරුරට එන්නත් කරණය කිරීමේ පර්යේෂණය අමෙරිකාවේ ජාතික සෞඛ්‍ය කාර්යාංශය විසින් පසුගිය මාර්තු මස 16 වැනිදා සිදුකරනු ලැබීය. චීනය එන්නත් 3ක් මිනිසුන් යොදා පරීක්ෂාව ඉකුත් සතියේ ඇරැඹීය. ඕස්ට්‍රේලියාවේ ක්වින්ස්ලන්ත සරසවියේ නිෂ්පාදිත නවතම වෛරස වීරෝධි ප්‍රතිදේහ උත්තේජක එන්නත මිනිසුන් යොදා පරික්ෂාව ජූලි මසදී ඇරඹෙන්නට නියමිතය.ලෝක සෞඛ්‍ය සංවිධානය අනුමත කර ඇති ලැයිස්තුවට තවමත් ඇතුළත් නොවූ එන්නත් ගණනාවක්ද මේ වනවිට මූලික පර්යේෂණ මට්ටමේදී සාර්ථකත්වය පෙන්වා තිබේ.,,
538,gosip-lankanews.com,news website,10/15/2020 0:00,"කොවිඩ් නයින්ටීන් ආසාදිතයින් බවට තහවුරු වු පුද්ගලයින් ගමන් ගත් බස් රථ 06ක් මේ වන විට හඳුනාගෙන තිබේ.ඊයේ (14) කොළඹ දී පැවති මාධ්‍ය හමුවකට එක්වෙමින් ප්‍රවාහන අමාත්‍යවරයා මේ බව තහවුරු කර සිටියේය.මෙහිදී වැඩිදුරටත් අදහස් දක්වමින් අමාත්‍යවරයා සඳහන් කර සිටියේ, “අපි හඳුනා ගෙන තියෙනවා බස් රථ ගණනාවක්, ND 4890 කොළඹ - මැදගම ගිය බස් රථයේ කොවිඩ් රෝගියෙක් ඉදලා තියෙනවා. ඒ එක්කම ND 2350 මාකුඹුර - ගාල්ල ගිය බස් එකෙත් කොවිඩ් රෝගියෙක් ඉදලා තියෙනවා. ND 549 - අම්බලන්ගොඩ බස් එක කඩවත ඉදලා ගිය බස් එකෙත් රෝගියෙක් ඉදලා තියෙනවා. කොළඹ - යාපනය ගිය 6503 බස් එකෙත් කොවිඩ් රෝගියෙක් හමුවෙලා තියෙනවා. ඇල්පිටිය - කොළඹ ගිය බස් එකෙත් ND 9788කොවිඩ් රෝගියෙක් හමුවෙලා තියෙනවා. ගාල්ල - කඩවත ගිය බස් එකෙත් NF 7515 බස් එකෙත් රෝගියෙක් හමුවෙලා තියෙනවා. අපේ තියෙන හයිවේ බස් සියල්ලම මොනිටර් කරලා තියෙන්නේ ජීපීස් තාක්ෂණයෙන්“ යනුවෙනි.මේ අතර, සුඛෝපභොගි බස් රථවලට මගීන් නංවාගැනීමට පෙර ඔවුනගේ ශරීර උෂ්ණත්වය පරීක්ෂා කිරීම සිදුකළ යුතු බව ද ප්‍රවාහන අමාත්‍යවරයා පවසයි.ඔහු පෙන්වාදෙන්නේ මේ වන විට දෛනිකව බස් රථවල ගමන් ගන්නා මගීන් සංඛ්‍යාව ද සිඝ්‍ර ලෙස අඩුවී ඇති බවය.බස් රථවල ගමන් කරන මගීන්ගේ සෞඛ්‍යා රක්ෂිතභාවය සම්බන්ධයෙන් බස්රථ සේවකයින් වැඩි අවධානයක් යොමුකළ යුතු බව ගාමිණි ලොකුගේ අමාත්‍යවරයා සඳහන් කළේය.“අපි විශේෂයෙන්ම වායුසමනය කළ බස් රථවලින් ඉල්ලීමක් කරනවා ඒ බස්වලට මගීන් ගොඩවෙන්න කලින් උණ බලන යන්ත්‍රයක් පාවිච්චි කරලා හැමෝගෙම උණ බලලා, ඇතුළු කරන්න කියලා. එහෙම අවිශ්වාසයක් තියෙනවා නම්, ඒ එය සෞඛ්‍ය අධිකාරීන්ට දැනුවත් කරන්න. සාමාන්‍ය ධාවනයේ තිබුණ බස් ප්‍රමාණයත් සමග අද මගීන්ගේ ගමනාගමනය අඩුවෙලා තියෙනවා. කොවිඩ් 19 වසංගතය ඇති වෙන්න ඉස්සෙල්ලා, දිනකට බස් 1600ක් ධාවනය වුණා. 25,000ක් විතර මගීන් ආවා දැන් බස්රථ 666කට වගේ සීමාවෙලා. මගීන් එන්නේ 5691ක් විතර. අපි බලාපොරොත්තු වෙන්නේ මගීන්ගේ සේවාව ඒ විදියටම පවත්වන ගමන් කොවඩ් වසංගතයෙන් මගීන්ව ආරක්ෂා කරන්න.“කොවිඩ් 19 තිබෙන මොහොතක බස් සම්බන්ධයෙන් යම් පැමිණිල්ලක් හෝ විමසීමක් සිදුකිරීමට අවශ්‍ය නම් 1955ට කතා කරන ලෙසත් මෙහිදී අමාත්‍යවරයා සඳහන් කළේය.",,
539,deshaya.lk,news website,8/1/2020 0:00,ආණ්ඩුක්‍රම ව්‍යවස්ථාවේ 46 (1) (අ) වගන්තිය අනුව කැබිනට් මණ්ඩලය 30 දෙනෙකුට සීමා කර තිබේ. එහෙත් මෙවර මුල්වටයේදී කැබිනට් අමාත්‍ය පදවි සියල්ලම එකවර පත් නොකිරීමට ඉඩ ඇත. ව්‍යවස්ථාවේ 46 (1) (ආ) වගන්තිය අනුව කැබිනට් නොවන අමාත්‍යවරුන් හා නියෝජ්‍ය අමාත්‍යවරුන් 40 දෙනකු පත් කිරීමටද ජනාධිපතිවරයාට අවකාශ සලසා තිබේ. කැබිනට් අමාත්‍යවරුන් හා නියෝජ්‍ය අමාත්‍යවරුන්ගේ සංඛ්‍යාව එකතු කළවිට 70 දෙනකුට නව පත්වීම් ලබාදීමට ව්‍යවස්ථාවෙන් අවසරය හිමිවෙයි.,,
540,gosip-lankanews.com,news website,10/3/2020 0:00,"එක්සත් ජනපද ජනාධිපතිවරයා රෝහල්ගත කරන අවස්ථාව වනවිට ධවල මන්දිරයේ දසුන් තරමක් වෙනස්ම ස්වරූපයක් ගත් බව විදෙස් වාර්තා පවසයි. සාමාන්‍යයෙන් මුඛ ආවරණ නොමැතිව ට්‍රම්ප් වටා සිටින ඔහුගේ සමීපතමයන් මුඛ ආවරණවලින් සැරසී සිටින ආකාරය දැකිය හැකි විය. නිතර ඔවුන් තුළ දකින විනෝදකාමී ස්වරූපය වෙනුවට, තැතිගත් ස්වරූපයක් සියලු දෙනාගේ මුහුණුවල පැවති බව විදෙස් වාර්තා පවසයි. ට්‍රම්ප් මැරීන් වන් හෙලිකොප්ටරයේ නැගී වෝල්ටර් රීඩ් වෙත පැමිණි අතර, වෙනදාට ඔහුට ආචාර කරන ආරක්ෂක අංශද බොහෝ දුරින් සිටින ආකාරය දැකිය හැකි විය. මේ අතර එක්සත් ජනපද බෝවන රෝග විශේෂඥයන් පෙන්වා දෙන්නේ ට්‍රම්ප්ට සමීපව සිටි ධවල මන්දිරයේ සියලු දෙනා වහාම කොවිඩ්-19 පරීක්ෂණයන්ට මුහුණ දී නිරෝධායනයට යොමුවිය යුතු බවයි.",,
541,praja.lk,news website,9/23/2019 0:00,"නාවික හමුදාව විසින් පවත්වාගෙන ගිය සමුද්‍රාරක්ෂක සේවා ඇවන්ට්ගාඩ් නම් පෞද්ගලික සමාගමට පැවරීමෙන් රජයට රු. බිලියන 11.4ක් පාඩු කිරීම සම්බන්ධයෙන් ගෝඨාභය රාජපක්ෂ ඇතුළු සැකකරුවන් අටදෙනෙකුට එරෙහිව පවරා තිබුණු නඩුවෙන් ඔවුන් අටදෙනා ම අද දින කොළඹ ප්‍රධාන මහේස්ත්‍රාත් ලංකා ජයරත්න මෙනවිය විසින් අද දින නිදහස් කරන ලදී. ඔවුන් නිදහස් කරනු ලැබුවේ අභියාචනාධිකරණය විසින් දෙන ලද තීන්දුවකට අනුවයි. නඩුවේ විත්තිකරුවන් අටදෙනා අතරින් එක් අයෙකු වන ගෝඨාභය රාජපක්ෂ නඩුව අභියෝගයට ලක් කරමින් පළමුව මහාධිකරණයට ද, එය ප්‍රතික්ෂේප වීමෙන් පසු අභියාචනාධිකරණයට අභියාචනා පෙත්සම් ඉදිරිපත් කරන ලදී. මෙම නඩුව පවරා තිබුණේ 2012 වසරේ සිට 2015 වසර දක්වා වූ කාල සීමාව තුළ සමුද්‍රාරක්ෂණ සේවා නීති විරෝධී අන්දමින් ඇවන්ට්ගාඩ් සමාගමට පැවරීම සම්බන්ධයෙනි. මෙම නඩුව ඉවත දැමීමට අභියාචනාධිකරණය තීරණය කළේ අල්ලස් හෝ දුෂණ චෝදනා විමර්ශන කොමිෂන් සභාවේ කොමසාරිස්වරුන්ගේ ලිඛිත අවසරය නොමැතිව නඩු පැවරීම යන තාක්ෂණික කාරණය මුල් කරගෙන ය. සැකකරුවන්ට එරෙහිව ප්‍රමාණවත් සාක්ෂි ඇත්නම් විධිමත් ආකාරයෙන් නඩු පැවරීමේ අයිතිය අල්ලස් කොමිසමට ඉතිරි කරමින් අභියාචනාධිකරණය විසින් ගෝඨාභය රාජපක්ෂ ඇතුළු විත්තිකරුවන් අටදෙනා නිදහස් කරන ලෙස නියෝග කරන ලදී. අල්ලස් හෝ දූෂණ විමර්ශන කොමිෂමේ හිටපු අධ්‍යක්ෂ ජනරාල් දිල්රුක්ෂි වික්‍රමසිංහ ඇවන්ට්ගාඩ් සභාපති සමග පවත්වා ලීක් වූ හඬපටයෙහි ද මෙම නඩුව ගැන සඳහන් වේ. එහෙත්, දැන් ඇය කියන පරිදි, ඇය බොරු නඩුවක් පැවරූ බවක් අභියාචනාධිකරණය ප්‍රකාශ කර නැත. අභියාචනාධිකරණය එම නඩුව ප්‍රතික්ෂේප කරන්නේ තාක්ෂණික කාරණාවක් මත ය. එසේම, එම නඩුව නැවත නිසි පරිදි පැවරීමේ හැකියාව ද අල්ලස් හෝ දුෂණ චෝදනා විමර්ශන කොමිෂන් සභාවට තිබේ. මේ හා සම්බන්ධ තවත් නඩුවක් පිළිබඳ විස්තර මෙතැනින්. නිශ්ශංක සේනාධිපති මේ කරන්නේ අධිකරණයට අනිසි බලපෑමක්",,
542,newshub.lk,news website,11/1/2020 0:00,"ශ්‍රී ලංකාවෙන් තවත් කොරෝනා වෛරස් ආසාදිතයන් 204 දෙනෙකු හමුවී තිබෙනවා.
ඒ අනුව මෙරටින් මේවන විට වාර්තාවී ඇති සමස්ත ආසාදිතයන් සංඛ්‍යාව 11060ක්.
අද හමුවූ මෙම ආසාදිතයන් 204 දෙනාගෙන් 35 දෙනෙකු නිරෝධායන මධ්‍යස්ථානවලින් වන අතර අනෙක් 169 දෙනා ඔවුන්ගේ සමීප ආශ්‍රිතයන් බවයි යුද හමුදාපති ලුතිනන් ජනරාල් ශවේන්ද්‍ර සිල්වා මහතා පවසන්නේ.",,
543,sarasaviya.lk,news website,9/3/2020 0:00,සම්මානනීය ලේඛක කුමාර සිරිවර්ධනගේ නවතම පරිවර්තන කෘතිය “හුදෙකලා අසරුවා” (The Rider - Edgar Rice Burroughs) 2020 සැප්තැම්බර් මස 08 වැනිදා කොළඹ මරදාන පිහිටි දයාවංශ ජයකොඩි සහ සමාගමේ නව පොත් ප්‍රදර්ශනාගාරයේදී නිකුත් කිරීමට නියමිතය. මෙම කෘතිය විශේෂ අඩු මිලකට එදින දවස පුරා දයාවංශ ජයකොඩි සහ සමාගමෙන් පාඨකයන්ට ලබාගැනීමට අවස්ථාව සලසා ඇත.  එකිනෙකට පසමිතුරු වූ රාජ්‍යයන් දෙකක හිතුවක්කාර හා නිර්භීත එමෙන්ම ස්වාධීනත්වය ප්‍රිය කළ රජ කුමරුවකු හා කුමරියක එකිනෙකා පිළිබඳ නිවැරදිව නොදැන අහඹු ලෙස එකිනෙකා හා පෙමින් වෙළුණු කතාන්දරයක් මෙම කෘතියෙන් විස්තර වේ. “හුදෙකලා අසරුවා” පසමිතුරු රාජ්‍යයන් දෙකටම අත්‍යවශ්‍ය මංපහරන්නෙකි.,,
544,gosip-lankanews.com,news website,10/21/2020 0:00,"ශ්‍රී ලංකා ප්‍රිමියර් ලීග තරගාවලියේ නුවර කණ්ඩායම ඉන්දීය සුපිරි නළු සල්මන් ඛාන්ගේ පවුල විසින් මිලදීගෙන ඇති බව ඉන්දීය මාධ්‍ය වාර්තා කරයි.මෙම තරාගවලියේදී නුවර කණ්ඩායම ක්‍රීඩා කරන සියලුම තරග සඳහා සල්මාන් ඛාන් එක්වීමට නියමිත බවද ඔහුගේ පවුලේ උදවිය විසින් තහවුරු කර තිබේ.බටහිර ඉන්දීය සුපිරි ක්‍රීඩක ක්‍රිස් ගේල්, පාකිස්තාන ක්‍රීඩක වහම් රියාස්, එංගලන්ත ක්‍රීඩක ලියම් ප්ලන්කේට් මෙම කණ්ඩායමට ක්‍රීඩා කරයි. කුසල් ජනිත්, නුවන් ප්‍රදීප් හා කුසල් මෙන්ඩිස්ද මෙම කණ්ඩායමට ඇතුළත් වෙයි.",,
545,adaderana.lk,news website,10/29/2020 0:00,කොරෝනා වෛරස ව්‍යාප්තිය පාලනය කරනු පිණිස “නිවසේ සිට වැඩ කිරීමේ ක්‍රමය” යළි ක්‍රියාත්මක කරන්නැයි බස්නාහිර පළාතේ සහ සෙසු ප්‍රධාන නගරවල රාජ්‍ය ආයතනවලට නියම කෙරේ. 2020 අප්‍රේල් සිට මැයි දක්වා මාසවල ක්‍රියාත්මක කළ “නිවසේ සිට වැඩ කිරීමේ කාලය” තුළ ලැබූ අත්දැකීම් උපයෝගී කරගෙන අත්‍යවශ්‍ය සහ වෙනත් සේවා සම්පාදනයට විකල්ප සැලසුම් සකස් කරන මෙන් ආයතන ප්‍රධානීන්ට දැනුම් දී තිබේ. ඊට අදාළ චක්‍රලේඛය ජනාධිපති ලේකම් පී.බී. ජයසුන්දර මහතා විසින් අද (29) සියලු අමාත්‍යංශ සහ රාජ්‍ය අමාත්‍යාංශ ලේකම්වරුන්  පළාත් ප්‍රධාන ලේකම්වරුන්  දිස්ත්‍රික් ලේකම්වරුන්  දෙපාර්තමේන්තු ප්‍රධානීන් සහ රාජ්‍ය සංස්ථා  ව්‍යවස්ථාපිත මණ්ඩල සභාපතිවරුන් සහ සාමාන්‍යාධිකාරීවරුන් වෙත යොමු කරනු ලැබීය. වෛරස ව්‍යාප්තිය නිසා සංචරණය සීමාකර ඇති කොළඹ  ගම්පහ සහ කළුතර දිස්ත්‍රික්කවලට එය විශේෂයෙන් අදාළ වේ. මේ දිස්ත්‍රික්ක සහ සෞඛ්‍ය සේවා අධ්‍යක්ෂ ජනරාල් විසින් අවදානම් කලාප ලෙස නම් කර ඇති ප්‍රදේශ හැර සෙසු දිස්ත්‍රික්කවල පිහිටා ඇති රාජ්‍ය ආයතන දැඩි සෞඛ්‍ය නීති රීති යටතේ සාමාන්‍ය පරිදි පවත්වාගෙන යා යුතුය. කොරෝනා වසංගතය පාලනය කිරීම සඳහා තම විෂය පථය යටතට ගැනෙන සියලු පහසුකම් සැලසීමට ආයතන ප්‍රධානීන් පෞද්ගලිකවම බැඳී සිටින බව ලේකම්වරයා සඳහන් කරයි. එක් එක් ආයතනයට දුරස්ථව ඉටු කළ හැකි කාර්යයන් සහ නිවසේ සිට සේවය කළයුතු සේවකයන් තීරණය කිරීමේ බලය ආයතන ප්‍රධානියාට පැවරේ. එසේ නිශ්චය කිරීමෙන් පසු අදාළ ලිපි ගොනු සහ උපකරණ නිසි අවසරයක් ඇතිව සේවකයන්ගේ නිවෙස් වෙත ලබාදිය යුතුය. නිවසේ සිට වැඩ කරන කාලය  උදේ 8.30 - සවස 4.15 දක්වා වේ. ඇඳිරිනීතිය පනවා නැති අවස්ථාවක අවශ්‍යතාව අනුව එය වෙනස් කිරීමට ආයතන ප්‍රධානියාට පිළිවන. “නිවසේ සිට වැඩ” සැලැස්මට අයත් නොවන සේවකයන් අතිරේක මානව සම්පත් අවශ්‍ය ආයතන වෙත අනුයුක්ත කළ හැකිය. “නිවසේ සිට වැඩ කිරීමේ ක්‍රමය” කාර්යක්ෂමව සහ සාර්ථකව ඉටු කිරීම සඳහා විකල්ප සන්නිවේදන මාධ්‍ය භාවිත කරන්නැයි චක්‍රලේඛය ආයතන ප්‍රධානීන්ට උපදෙස් දෙයි. කෙටි පණිවිඩ සේවය  විද්‍යුත් තැපෑල  දුරකථන  පරිශීලක හිතකාමී (User Friendly)යෙදවුම් වන Whatsapp  Skype ඒ සඳහා භාවිත කිරීමට පිළිවන. නිවසේ සිට වැඩ කිරීමට අවශ්‍ය මුදල් ප්‍රතිපාදන සැපයීම  ගණන්දීමේ නිලධාරීන්ගේ වගකීමකි. මහජනතාවට සිය ඉල්ලීම් ප්‍රමාදයකින් තොරව ඉදිරිපත් කිරීමට හැකිවනු පිණිස සාමාන්‍ය ජනතාවට ඝෘජුවම සේවා සපයන සියලු ආයතන මාර්ගගත වේදිකාවක් (Online platform)නිර්මාණය කළ යුතු බව ද ජනාධිපති ලේකම්වරයා නිකුත් කළ චක්‍රලේඛයේ සඳහන් වේ. ස්වයං නිරෝධායනයේ නිරත සේවකයන්ගෙන් නිවසේ සිට වැඩ කරන්නැයි ඉල්ලා සිටීමට ආයතන ප්‍රධානියාට බලය තිබේ. එසේ වුවද සුළු වශයෙන් හෝ කොරෝනා රෝග ලක්ෂණ පෙන්නුම් කරන සේවකයෙකුට කිසිදු කාර්යයක් පැවරීම නොකළ යුතුය. අද නිකුත් කළ චක්‍රලේඛයෙන් ප්‍රාදේශීය පරිපාලනය  අධ්‍යාපනය සහ උසස් අධ්‍යාපනය  සුබසාධන සේවා සම්පාදනය  ව්‍යවස්ථාපිත ආයතන සහ පොදු ව්‍යවසාය සහ සාමාන්‍ය පරිපාලනය යන ක්ෂේත්‍රවලට විශේෂිත මාර්ගෝපදේශ නියම කර ඇත.,,
